,code,region,Value,Outlet_Type,year,month
1068,11A0113,Oliveira de Azeméis,,Industrial,2024,1
1069,11A1310,Paredes,,Industrial,2024,1
1070,11A1312,Porto,,Industrial,2024,1
1071,11A1313,Póvoa de Varzim,,Industrial,2024,1
1072,11A0109,Santa Maria da Feira,,Industrial,2024,1
1073,11A1314,Santo Tirso,,Industrial,2024,1
1074,11A0116,São João da Madeira,,Industrial,2024,1
1075,11A1318,Trofa,,Industrial,2024,1
1076,11A0119,Vale de Cambra,,Industrial,2024,1
1077,11A1315,Valongo,,Industrial,2024,1
1078,11A1316,Vila do Conde,,Industrial,2024,1
1079,11A1317,Vila Nova de Gaia,,Industrial,2024,1
1080,11A,Área Metropolitana do Porto,1738,Total,2023,12
1081,11A0104,Arouca,9,Total,2023,12
1082,11A0107,Espinho,22,Total,2023,12
1083,11A1304,Gondomar,90,Total,2023,12
1084,11A1306,Maia,137,Total,2023,12
1085,11A1308,Matosinhos,282,Total,2023,12
1086,11A0113,Oliveira de Azeméis,7,Total,2023,12
1087,11A1310,Paredes,42,Total,2023,12
1088,11A1312,Porto,434,Total,2023,12
1089,11A1313,Póvoa de Varzim,57,Total,2023,12
1090,11A0109,Santa Maria da Feira,155,Total,2023,12
1091,11A1314,Santo Tirso,44,Total,2023,12
1092,11A0116,São João da Madeira,29,Total,2023,12
1093,11A1318,Trofa,26,Total,2023,12
1094,11A0119,Vale de Cambra,14,Total,2023,12
1095,11A1315,Valongo,73,Total,2023,12
1096,11A1316,Vila do Conde,39,Total,2023,12
1097,11A1317,Vila Nova de Gaia,278,Total,2023,12
1098,11A,Área Metropolitana do Porto,1101,Mennekes,2023,12
1099,11A0104,Arouca,7,Mennekes,2023,12
1100,11A0107,Espinho,12,Mennekes,2023,12
1101,11A1304,Gondomar,49,Mennekes,2023,12
1102,11A1306,Maia,97,Mennekes,2023,12
1103,11A1308,Matosinhos,188,Mennekes,2023,12
1104,11A0113,Oliveira de Azeméis,5,Mennekes,2023,12
1105,11A1310,Paredes,22,Mennekes,2023,12
1106,11A1312,Porto,302,Mennekes,2023,12
1107,11A1313,Póvoa de Varzim,34,Mennekes,2023,12
1108,11A0109,Santa Maria da Feira,107,Mennekes,2023,12
1109,11A1314,Santo Tirso,19,Mennekes,2023,12
1110,11A0116,São João da Madeira,17,Mennekes,2023,12
1111,11A1318,Trofa,10,Mennekes,2023,12
1112,11A0119,Vale de Cambra,7,Mennekes,2023,12
1113,11A1315,Valongo,32,Mennekes,2023,12
1114,11A1316,Vila do Conde,19,Mennekes,2023,12
1115,11A1317,Vila Nova de Gaia,174,Mennekes,2023,12
1116,11A,Área Metropolitana do Porto,274,CHAdeMO,2023,12
1117,11A0104,Arouca,1,CHAdeMO,2023,12
1118,11A0107,Espinho,5,CHAdeMO,2023,12
1119,11A1304,Gondomar,17,CHAdeMO,2023,12
1120,11A1306,Maia,16,CHAdeMO,2023,12
1121,11A1308,Matosinhos,35,CHAdeMO,2023,12
1122,11A0113,Oliveira de Azeméis,1,CHAdeMO,2023,12
1123,11A1310,Paredes,10,CHAdeMO,2023,12
1124,11A1312,Porto,62,CHAdeMO,2023,12
1125,11A1313,Póvoa de Varzim,11,CHAdeMO,2023,12
1126,11A0109,Santa Maria da Feira,18,CHAdeMO,2023,12
1127,11A1314,Santo Tirso,12,CHAdeMO,2023,12
1128,11A0116,São João da Madeira,5,CHAdeMO,2023,12
1129,11A1318,Trofa,8,CHAdeMO,2023,12
1130,11A0119,Vale de Cambra,4,CHAdeMO,2023,12
1131,11A1315,Valongo,18,CHAdeMO,2023,12
1132,11A1316,Vila do Conde,6,CHAdeMO,2023,12
1133,11A1317,Vila Nova de Gaia,45,CHAdeMO,2023,12
1134,11A,Área Metropolitana do Porto,363,CCS,2023,12
1135,11A0104,Arouca,1,CCS,2023,12
1136,11A0107,Espinho,5,CCS,2023,12
1137,11A1304,Gondomar,24,CCS,2023,12
1138,11A1306,Maia,24,CCS,2023,12
1139,11A1308,Matosinhos,59,CCS,2023,12
1140,11A0113,Oliveira de Azeméis,1,CCS,2023,12
1141,11A1310,Paredes,10,CCS,2023,12
1142,11A1312,Porto,70,CCS,2023,12
1143,11A1313,Póvoa de Varzim,12,CCS,2023,12
1144,11A0109,Santa Maria da Feira,30,CCS,2023,12
1145,11A1314,Santo Tirso,13,CCS,2023,12
1146,11A0116,São João da Madeira,7,CCS,2023,12
1147,11A1318,Trofa,8,CCS,2023,12
1148,11A0119,Vale de Cambra,3,CCS,2023,12
1149,11A1315,Valongo,23,CCS,2023,12
1150,11A1316,Vila do Conde,14,CCS,2023,12
1151,11A1317,Vila Nova de Gaia,59,CCS,2023,12
1152,11A,Área Metropolitana do Porto,,Industrial,2023,12
1153,11A0104,Arouca,,Industrial,2023,12
1154,11A0107,Espinho,,Industrial,2023,12
1155,11A1304,Gondomar,,Industrial,2023,12
1156,11A1306,Maia,,Industrial,2023,12
1157,11A1308,Matosinhos,,Industrial,2023,12
1158,11A0113,Oliveira de Azeméis,,Industrial,2023,12
1159,11A1310,Paredes,,Industrial,2023,12
1160,11A1312,Porto,,Industrial,2023,12
1161,11A1313,Póvoa de Varzim,,Industrial,2023,12
1162,11A0109,Santa Maria da Feira,,Industrial,2023,12
1163,11A1314,Santo Tirso,,Industrial,2023,12
1164,11A0116,São João da Madeira,,Industrial,2023,12
1165,11A1318,Trofa,,Industrial,2023,12
1166,11A0119,Vale de Cambra,,Industrial,2023,12
1167,11A1315,Valongo,,Industrial,2023,12
1168,11A1316,Vila do Conde,,Industrial,2023,12
1169,11A1317,Vila Nova de Gaia,,Industrial,2023,12
1170,11A,Área Metropolitana do Porto,1644,Total,2023,11
1171,11A0104,Arouca,9,Total,2023,11
1172,11A0107,Espinho,19,Total,2023,11
1173,11A1304,Gondomar,89,Total,2023,11
1174,11A1306,Maia,120,Total,2023,11
1175,11A1308,Matosinhos,266,Total,2023,11
1176,11A0113,Oliveira de Azeméis,5,Total,2023,11
1177,11A1310,Paredes,33,Total,2023,11
1178,11A1312,Porto,431,Total,2023,11
1179,11A1313,Póvoa de Varzim,55,Total,2023,11
1180,11A0109,Santa Maria da Feira,136,Total,2023,11
1181,11A1314,Santo Tirso,43,Total,2023,11
1182,11A0116,São João da Madeira,29,Total,2023,11
1183,11A1318,Trofa,22,Total,2023,11
1184,11A0119,Vale de Cambra,12,Total,2023,11
1185,11A1315,Valongo,73,Total,2023,11
1186,11A1316,Vila do Conde,41,Total,2023,11
1187,11A1317,Vila Nova de Gaia,261,Total,2023,11
1188,11A,Área Metropolitana do Porto,1034,Mennekes,2023,11
1189,11A0104,Arouca,7,Mennekes,2023,11
1190,11A0107,Espinho,11,Mennekes,2023,11
1191,11A1304,Gondomar,48,Mennekes,2023,11
1192,11A1306,Maia,78,Mennekes,2023,11
1193,11A1308,Matosinhos,178,Mennekes,2023,11
1194,11A0113,Oliveira de Azeméis,5,Mennekes,2023,11
1195,11A1310,Paredes,19,Mennekes,2023,11
1196,11A1312,Porto,299,Mennekes,2023,11
1197,11A1313,Póvoa de Varzim,32,Mennekes,2023,11
1198,11A0109,Santa Maria da Feira,92,Mennekes,2023,11
1199,11A1314,Santo Tirso,18,Mennekes,2023,11
1200,11A0116,São João da Madeira,17,Mennekes,2023,11
1201,11A1318,Trofa,10,Mennekes,2023,11
1202,11A0119,Vale de Cambra,7,Mennekes,2023,11
1203,11A1315,Valongo,32,Mennekes,2023,11
1204,11A1316,Vila do Conde,20,Mennekes,2023,11
1205,11A1317,Vila Nova de Gaia,161,Mennekes,2023,11
1206,11A,Área Metropolitana do Porto,262,CHAdeMO,2023,11
1207,11A0104,Arouca,1,CHAdeMO,2023,11
1208,11A0107,Espinho,4,CHAdeMO,2023,11
1209,11A1304,Gondomar,17,CHAdeMO,2023,11
1210,11A1306,Maia,17,CHAdeMO,2023,11
1211,11A1308,Matosinhos,33,CHAdeMO,2023,11
1212,11A0113,Oliveira de Azeméis,,CHAdeMO,2023,11
1213,11A1310,Paredes,7,CHAdeMO,2023,11
1214,11A1312,Porto,62,CHAdeMO,2023,11
1215,11A1313,Póvoa de Varzim,11,CHAdeMO,2023,11
1216,11A0109,Santa Maria da Feira,16,CHAdeMO,2023,11
1217,11A1314,Santo Tirso,12,CHAdeMO,2023,11
1218,11A0116,São João da Madeira,5,CHAdeMO,2023,11
1219,11A1318,Trofa,6,CHAdeMO,2023,11
1220,11A0119,Vale de Cambra,3,CHAdeMO,2023,11
1221,11A1315,Valongo,18,CHAdeMO,2023,11
1222,11A1316,Vila do Conde,7,CHAdeMO,2023,11
1223,11A1317,Vila Nova de Gaia,43,CHAdeMO,2023,11
1224,11A,Área Metropolitana do Porto,348,CCS,2023,11
1225,11A0104,Arouca,1,CCS,2023,11
1226,11A0107,Espinho,4,CCS,2023,11
1227,11A1304,Gondomar,24,CCS,2023,11
1228,11A1306,Maia,25,CCS,2023,11
1229,11A1308,Matosinhos,55,CCS,2023,11
1230,11A0113,Oliveira de Azeméis,,CCS,2023,11
1231,11A1310,Paredes,7,CCS,2023,11
1232,11A1312,Porto,70,CCS,2023,11
1233,11A1313,Póvoa de Varzim,12,CCS,2023,11
1234,11A0109,Santa Maria da Feira,28,CCS,2023,11
1235,11A1314,Santo Tirso,13,CCS,2023,11
1236,11A0116,São João da Madeira,7,CCS,2023,11
1237,11A1318,Trofa,6,CCS,2023,11
1238,11A0119,Vale de Cambra,2,CCS,2023,11
1239,11A1315,Valongo,23,CCS,2023,11
1240,11A1316,Vila do Conde,14,CCS,2023,11
1241,11A1317,Vila Nova de Gaia,57,CCS,2023,11
1242,11A,Área Metropolitana do Porto,,Industrial,2023,11
1243,11A0104,Arouca,,Industrial,2023,11
1244,11A0107,Espinho,,Industrial,2023,11
1245,11A1304,Gondomar,,Industrial,2023,11
1246,11A1306,Maia,,Industrial,2023,11
1247,11A1308,Matosinhos,,Industrial,2023,11
1248,11A0113,Oliveira de Azeméis,,Industrial,2023,11
1249,11A1310,Paredes,,Industrial,2023,11
1250,11A1312,Porto,,Industrial,2023,11
1251,11A1313,Póvoa de Varzim,,Industrial,2023,11
1252,11A0109,Santa Maria da Feira,,Industrial,2023,11
1253,11A1314,Santo Tirso,,Industrial,2023,11
1254,11A0116,São João da Madeira,,Industrial,2023,11
1255,11A1318,Trofa,,Industrial,2023,11
1256,11A0119,Vale de Cambra,,Industrial,2023,11
1257,11A1315,Valongo,,Industrial,2023,11
1258,11A1316,Vila do Conde,,Industrial,2023,11
1259,11A1317,Vila Nova de Gaia,,Industrial,2023,11
1260,11A,Área Metropolitana do Porto,1587,Total,2023,10
1261,11A0104,Arouca,9,Total,2023,10
1262,11A0107,Espinho,22,Total,2023,10
1263,11A1304,Gondomar,79,Total,2023,10
1264,11A1306,Maia,118,Total,2023,10
1265,11A1308,Matosinhos,252,Total,2023,10
1266,11A0113,Oliveira de Azeméis,4,Total,2023,10
1267,11A1310,Paredes,33,Total,2023,10
1268,11A1312,Porto,413,Total,2023,10
1269,11A1313,Póvoa de Varzim,55,Total,2023,10
1270,11A0109,Santa Maria da Feira,137,Total,2023,10
1271,11A1314,Santo Tirso,42,Total,2023,10
1272,11A0116,São João da Madeira,29,Total,2023,10
1273,11A1318,Trofa,24,Total,2023,10
1274,11A0119,Vale de Cambra,12,Total,2023,10
1275,11A1315,Valongo,75,Total,2023,10
1276,11A1316,Vila do Conde,35,Total,2023,10
1277,11A1317,Vila Nova de Gaia,248,Total,2023,10
1278,11A,Área Metropolitana do Porto,1003,Mennekes,2023,10
1279,11A0104,Arouca,7,Mennekes,2023,10
1280,11A0107,Espinho,12,Mennekes,2023,10
1281,11A1304,Gondomar,44,Mennekes,2023,10
1282,11A1306,Maia,76,Mennekes,2023,10
1283,11A1308,Matosinhos,172,Mennekes,2023,10
1284,11A0113,Oliveira de Azeméis,4,Mennekes,2023,10
1285,11A1310,Paredes,19,Mennekes,2023,10
1286,11A1312,Porto,286,Mennekes,2023,10
1287,11A1313,Póvoa de Varzim,32,Mennekes,2023,10
1288,11A0109,Santa Maria da Feira,93,Mennekes,2023,10
1289,11A1314,Santo Tirso,18,Mennekes,2023,10
1290,11A0116,São João da Madeira,17,Mennekes,2023,10
1291,11A1318,Trofa,12,Mennekes,2023,10
1292,11A0119,Vale de Cambra,7,Mennekes,2023,10
1293,11A1315,Valongo,32,Mennekes,2023,10
1294,11A1316,Vila do Conde,17,Mennekes,2023,10
1295,11A1317,Vila Nova de Gaia,155,Mennekes,2023,10
1296,11A,Área Metropolitana do Porto,255,CHAdeMO,2023,10
1297,11A0104,Arouca,1,CHAdeMO,2023,10
1298,11A0107,Espinho,5,CHAdeMO,2023,10
1299,11A1304,Gondomar,15,CHAdeMO,2023,10
1300,11A1306,Maia,17,CHAdeMO,2023,10
1301,11A1308,Matosinhos,33,CHAdeMO,2023,10
1302,11A0113,Oliveira de Azeméis,,CHAdeMO,2023,10
1303,11A1310,Paredes,7,CHAdeMO,2023,10
1304,11A1312,Porto,59,CHAdeMO,2023,10
1305,11A1313,Póvoa de Varzim,11,CHAdeMO,2023,10
1306,11A0109,Santa Maria da Feira,17,CHAdeMO,2023,10
1307,11A1314,Santo Tirso,11,CHAdeMO,2023,10
1308,11A0116,São João da Madeira,5,CHAdeMO,2023,10
1309,11A1318,Trofa,6,CHAdeMO,2023,10
1310,11A0119,Vale de Cambra,3,CHAdeMO,2023,10
1311,11A1315,Valongo,19,CHAdeMO,2023,10
1312,11A1316,Vila do Conde,6,CHAdeMO,2023,10
1313,11A1317,Vila Nova de Gaia,40,CHAdeMO,2023,10
1314,11A,Área Metropolitana do Porto,329,CCS,2023,10
1315,11A0104,Arouca,1,CCS,2023,10
1316,11A0107,Espinho,5,CCS,2023,10
1317,11A1304,Gondomar,20,CCS,2023,10
1318,11A1306,Maia,25,CCS,2023,10
1319,11A1308,Matosinhos,47,CCS,2023,10
1320,11A0113,Oliveira de Azeméis,,CCS,2023,10
1321,11A1310,Paredes,7,CCS,2023,10
1322,11A1312,Porto,68,CCS,2023,10
1323,11A1313,Póvoa de Varzim,12,CCS,2023,10
1324,11A0109,Santa Maria da Feira,27,CCS,2023,10
1325,11A1314,Santo Tirso,13,CCS,2023,10
1326,11A0116,São João da Madeira,7,CCS,2023,10
1327,11A1318,Trofa,6,CCS,2023,10
1328,11A0119,Vale de Cambra,2,CCS,2023,10
1329,11A1315,Valongo,24,CCS,2023,10
1330,11A1316,Vila do Conde,12,CCS,2023,10
1331,11A1317,Vila Nova de Gaia,53,CCS,2023,10
1332,11A,Área Metropolitana do Porto,,Industrial,2023,10
1333,11A0104,Arouca,,Industrial,2023,10
1334,11A0107,Espinho,,Industrial,2023,10
1335,11A1304,Gondomar,,Industrial,2023,10
1336,11A1306,Maia,,Industrial,2023,10
1337,11A1308,Matosinhos,,Industrial,2023,10
1338,11A0113,Oliveira de Azeméis,,Industrial,2023,10
1339,11A1310,Paredes,,Industrial,2023,10
1340,11A1312,Porto,,Industrial,2023,10
1341,11A1313,Póvoa de Varzim,,Industrial,2023,10
1342,11A0109,Santa Maria da Feira,,Industrial,2023,10
1343,11A1314,Santo Tirso,,Industrial,2023,10
1344,11A0116,São João da Madeira,,Industrial,2023,10
1345,11A1318,Trofa,,Industrial,2023,10
1346,11A0119,Vale de Cambra,,Industrial,2023,10
1347,11A1315,Valongo,,Industrial,2023,10
1348,11A1316,Vila do Conde,,Industrial,2023,10
1349,11A1317,Vila Nova de Gaia,,Industrial,2023,10
1350,11A,Área Metropolitana do Porto,1521,Total,2023,9
1351,11A0104,Arouca,9,Total,2023,9
1352,11A0107,Espinho,22,Total,2023,9
1353,11A1304,Gondomar,73,Total,2023,9
1354,11A1306,Maia,98,Total,2023,9
1355,11A1308,Matosinhos,247,Total,2023,9
1356,11A0113,Oliveira de Azeméis,4,Total,2023,9
1357,11A1310,Paredes,33,Total,2023,9
1358,11A1312,Porto,408,Total,2023,9
1359,11A1313,Póvoa de Varzim,54,Total,2023,9
1360,11A0109,Santa Maria da Feira,127,Total,2023,9
1361,11A1314,Santo Tirso,37,Total,2023,9
1362,11A0116,São João da Madeira,29,Total,2023,9
1363,11A1318,Trofa,24,Total,2023,9
1364,11A0119,Vale de Cambra,9,Total,2023,9
1365,11A1315,Valongo,73,Total,2023,9
1366,11A1316,Vila do Conde,35,Total,2023,9
1367,11A1317,Vila Nova de Gaia,239,Total,2023,9
1368,11A,Área Metropolitana do Porto,959,Mennekes,2023,9
1369,11A0104,Arouca,7,Mennekes,2023,9
1370,11A0107,Espinho,12,Mennekes,2023,9
1371,11A1304,Gondomar,43,Mennekes,2023,9
1372,11A1306,Maia,56,Mennekes,2023,9
1373,11A1308,Matosinhos,167,Mennekes,2023,9
1374,11A0113,Oliveira de Azeméis,4,Mennekes,2023,9
1375,11A1310,Paredes,19,Mennekes,2023,9
1376,11A1312,Porto,284,Mennekes,2023,9
1377,11A1313,Póvoa de Varzim,31,Mennekes,2023,9
1378,11A0109,Santa Maria da Feira,85,Mennekes,2023,9
1379,11A1314,Santo Tirso,17,Mennekes,2023,9
1380,11A0116,São João da Madeira,17,Mennekes,2023,9
1381,11A1318,Trofa,12,Mennekes,2023,9
1382,11A0119,Vale de Cambra,6,Mennekes,2023,9
1383,11A1315,Valongo,32,Mennekes,2023,9
1384,11A1316,Vila do Conde,17,Mennekes,2023,9
1385,11A1317,Vila Nova de Gaia,150,Mennekes,2023,9
1386,11A,Área Metropolitana do Porto,246,CHAdeMO,2023,9
1387,11A0104,Arouca,1,CHAdeMO,2023,9
1388,11A0107,Espinho,5,CHAdeMO,2023,9
1389,11A1304,Gondomar,13,CHAdeMO,2023,9
1390,11A1306,Maia,17,CHAdeMO,2023,9
1391,11A1308,Matosinhos,33,CHAdeMO,2023,9
1392,11A0113,Oliveira de Azeméis,,CHAdeMO,2023,9
1393,11A1310,Paredes,7,CHAdeMO,2023,9
1394,11A1312,Porto,57,CHAdeMO,2023,9
1395,11A1313,Póvoa de Varzim,11,CHAdeMO,2023,9
1396,11A0109,Santa Maria da Feira,16,CHAdeMO,2023,9
1397,11A1314,Santo Tirso,10,CHAdeMO,2023,9
1398,11A0116,São João da Madeira,5,CHAdeMO,2023,9
1399,11A1318,Trofa,6,CHAdeMO,2023,9
1400,11A0119,Vale de Cambra,2,CHAdeMO,2023,9
1401,11A1315,Valongo,18,CHAdeMO,2023,9
1402,11A1316,Vila do Conde,6,CHAdeMO,2023,9
1403,11A1317,Vila Nova de Gaia,39,CHAdeMO,2023,9
1404,11A,Área Metropolitana do Porto,316,CCS,2023,9
1405,11A0104,Arouca,1,CCS,2023,9
1406,11A0107,Espinho,5,CCS,2023,9
1407,11A1304,Gondomar,17,CCS,2023,9
1408,11A1306,Maia,25,CCS,2023,9
1409,11A1308,Matosinhos,47,CCS,2023,9
1410,11A0113,Oliveira de Azeméis,,CCS,2023,9
1411,11A1310,Paredes,7,CCS,2023,9
1412,11A1312,Porto,67,CCS,2023,9
1413,11A1313,Póvoa de Varzim,12,CCS,2023,9
1414,11A0109,Santa Maria da Feira,26,CCS,2023,9
1415,11A1314,Santo Tirso,10,CCS,2023,9
1416,11A0116,São João da Madeira,7,CCS,2023,9
1417,11A1318,Trofa,6,CCS,2023,9
1418,11A0119,Vale de Cambra,1,CCS,2023,9
1419,11A1315,Valongo,23,CCS,2023,9
1420,11A1316,Vila do Conde,12,CCS,2023,9
1421,11A1317,Vila Nova de Gaia,50,CCS,2023,9
1422,11A,Área Metropolitana do Porto,,Industrial,2023,9
1423,11A0104,Arouca,,Industrial,2023,9
1424,11A0107,Espinho,,Industrial,2023,9
1425,11A1304,Gondomar,,Industrial,2023,9
1426,11A1306,Maia,,Industrial,2023,9
1427,11A1308,Matosinhos,,Industrial,2023,9
1428,11A0113,Oliveira de Azeméis,,Industrial,2023,9
1429,11A1310,Paredes,,Industrial,2023,9
1430,11A1312,Porto,,Industrial,2023,9
1431,11A1313,Póvoa de Varzim,,Industrial,2023,9
1432,11A0109,Santa Maria da Feira,,Industrial,2023,9
1433,11A1314,Santo Tirso,,Industrial,2023,9
1434,11A0116,São João da Madeira,,Industrial,2023,9
1435,11A1318,Trofa,,Industrial,2023,9
1436,11A0119,Vale de Cambra,,Industrial,2023,9
1437,11A1315,Valongo,,Industrial,2023,9
1438,11A1316,Vila do Conde,,Industrial,2023,9
1439,11A1317,Vila Nova de Gaia,,Industrial,2023,9
1440,11A,Área Metropolitana do Porto,1476,Total,2023,8
1441,11A0104,Arouca,9,Total,2023,8
1442,11A0107,Espinho,21,Total,2023,8
1443,11A1304,Gondomar,69,Total,2023,8
1444,11A1306,Maia,98,Total,2023,8
1445,11A1308,Matosinhos,240,Total,2023,8
1446,11A0113,Oliveira de Azeméis,4,Total,2023,8
1447,11A1310,Paredes,33,Total,2023,8
1448,11A1312,Porto,399,Total,2023,8
1449,11A1313,Póvoa de Varzim,56,Total,2023,8
1450,11A0109,Santa Maria da Feira,112,Total,2023,8
1451,11A1314,Santo Tirso,37,Total,2023,8
1452,11A0116,São João da Madeira,27,Total,2023,8
1453,11A1318,Trofa,24,Total,2023,8
1454,11A0119,Vale de Cambra,9,Total,2023,8
1455,11A1315,Valongo,72,Total,2023,8
1456,11A1316,Vila do Conde,35,Total,2023,8
1457,11A1317,Vila Nova de Gaia,231,Total,2023,8
1458,11A,Área Metropolitana do Porto,929,Mennekes,2023,8
1459,11A0104,Arouca,7,Mennekes,2023,8
1460,11A0107,Espinho,11,Mennekes,2023,8
1461,11A1304,Gondomar,41,Mennekes,2023,8
1462,11A1306,Maia,56,Mennekes,2023,8
1463,11A1308,Matosinhos,160,Mennekes,2023,8
1464,11A0113,Oliveira de Azeméis,4,Mennekes,2023,8
1465,11A1310,Paredes,19,Mennekes,2023,8
1466,11A1312,Porto,277,Mennekes,2023,8
1467,11A1313,Póvoa de Varzim,31,Mennekes,2023,8
1468,11A0109,Santa Maria da Feira,76,Mennekes,2023,8
1469,11A1314,Santo Tirso,17,Mennekes,2023,8
1470,11A0116,São João da Madeira,17,Mennekes,2023,8
1471,11A1318,Trofa,12,Mennekes,2023,8
1472,11A0119,Vale de Cambra,6,Mennekes,2023,8
1473,11A1315,Valongo,32,Mennekes,2023,8
1474,11A1316,Vila do Conde,17,Mennekes,2023,8
1475,11A1317,Vila Nova de Gaia,146,Mennekes,2023,8
1476,11A,Área Metropolitana do Porto,241,CHAdeMO,2023,8
1477,11A0104,Arouca,1,CHAdeMO,2023,8
1478,11A0107,Espinho,5,CHAdeMO,2023,8
1479,11A1304,Gondomar,13,CHAdeMO,2023,8
1480,11A1306,Maia,17,CHAdeMO,2023,8
1481,11A1308,Matosinhos,33,CHAdeMO,2023,8
1482,11A0113,Oliveira de Azeméis,,CHAdeMO,2023,8
1483,11A1310,Paredes,7,CHAdeMO,2023,8
1484,11A1312,Porto,56,CHAdeMO,2023,8
1485,11A1313,Póvoa de Varzim,12,CHAdeMO,2023,8
1486,11A0109,Santa Maria da Feira,13,CHAdeMO,2023,8
1487,11A1314,Santo Tirso,10,CHAdeMO,2023,8
1488,11A0116,São João da Madeira,5,CHAdeMO,2023,8
1489,11A1318,Trofa,6,CHAdeMO,2023,8
1490,11A0119,Vale de Cambra,2,CHAdeMO,2023,8
1491,11A1315,Valongo,18,CHAdeMO,2023,8
1492,11A1316,Vila do Conde,6,CHAdeMO,2023,8
1493,11A1317,Vila Nova de Gaia,37,CHAdeMO,2023,8
1494,11A,Área Metropolitana do Porto,306,CCS,2023,8
1495,11A0104,Arouca,1,CCS,2023,8
1496,11A0107,Espinho,5,CCS,2023,8
1497,11A1304,Gondomar,15,CCS,2023,8
1498,11A1306,Maia,25,CCS,2023,8
1499,11A1308,Matosinhos,47,CCS,2023,8
1500,11A0113,Oliveira de Azeméis,,CCS,2023,8
1501,11A1310,Paredes,7,CCS,2023,8
1502,11A1312,Porto,66,CCS,2023,8
1503,11A1313,Póvoa de Varzim,13,CCS,2023,8
1504,11A0109,Santa Maria da Feira,23,CCS,2023,8
1505,11A1314,Santo Tirso,10,CCS,2023,8
1506,11A0116,São João da Madeira,5,CCS,2023,8
1507,11A1318,Trofa,6,CCS,2023,8
1508,11A0119,Vale de Cambra,1,CCS,2023,8
1509,11A1315,Valongo,22,CCS,2023,8
1510,11A1316,Vila do Conde,12,CCS,2023,8
1511,11A1317,Vila Nova de Gaia,48,CCS,2023,8
1512,11A,Área Metropolitana do Porto,,Industrial,2023,8
1513,11A0104,Arouca,,Industrial,2023,8
1514,11A0107,Espinho,,Industrial,2023,8
1515,11A1304,Gondomar,,Industrial,2023,8
1516,11A1306,Maia,,Industrial,2023,8
1517,11A1308,Matosinhos,,Industrial,2023,8
1518,11A0113,Oliveira de Azeméis,,Industrial,2023,8
1519,11A1310,Paredes,,Industrial,2023,8
1520,11A1312,Porto,,Industrial,2023,8
1521,11A1313,Póvoa de Varzim,,Industrial,2023,8
1522,11A0109,Santa Maria da Feira,,Industrial,2023,8
1523,11A1314,Santo Tirso,,Industrial,2023,8
1524,11A0116,São João da Madeira,,Industrial,2023,8
1525,11A1318,Trofa,,Industrial,2023,8
1526,11A0119,Vale de Cambra,,Industrial,2023,8
1527,11A1315,Valongo,,Industrial,2023,8
1528,11A1316,Vila do Conde,,Industrial,2023,8
1529,11A1317,Vila Nova de Gaia,,Industrial,2023,8
1530,11A,Área Metropolitana do Porto,1404,Total,2023,7
1531,11A0104,Arouca,9,Total,2023,7
1532,11A0107,Espinho,21,Total,2023,7
1533,11A1304,Gondomar,64,Total,2023,7
1534,11A1306,Maia,97,Total,2023,7
1535,11A1308,Matosinhos,234,Total,2023,7
1536,11A0113,Oliveira de Azeméis,4,Total,2023,7
1537,11A1310,Paredes,30,Total,2023,7
1538,11A1312,Porto,393,Total,2023,7
1539,11A1313,Póvoa de Varzim,56,Total,2023,7
1540,11A0109,Santa Maria da Feira,96,Total,2023,7
1541,11A1314,Santo Tirso,36,Total,2023,7
1542,11A0116,São João da Madeira,21,Total,2023,7
1543,11A1318,Trofa,21,Total,2023,7
1544,11A0119,Vale de Cambra,9,Total,2023,7
1545,11A1315,Valongo,72,Total,2023,7
1546,11A1316,Vila do Conde,26,Total,2023,7
1547,11A1317,Vila Nova de Gaia,215,Total,2023,7
1548,11A,Área Metropolitana do Porto,893,Mennekes,2023,7
1549,11A0104,Arouca,7,Mennekes,2023,7
1550,11A0107,Espinho,11,Mennekes,2023,7
1551,11A1304,Gondomar,38,Mennekes,2023,7
1552,11A1306,Maia,55,Mennekes,2023,7
1553,11A1308,Matosinhos,158,Mennekes,2023,7
1554,11A0113,Oliveira de Azeméis,4,Mennekes,2023,7
1555,11A1310,Paredes,18,Mennekes,2023,7
1556,11A1312,Porto,273,Mennekes,2023,7
1557,11A1313,Póvoa de Varzim,31,Mennekes,2023,7
1558,11A0109,Santa Maria da Feira,68,Mennekes,2023,7
1559,11A1314,Santo Tirso,16,Mennekes,2023,7
1560,11A0116,São João da Madeira,15,Mennekes,2023,7
1561,11A1318,Trofa,11,Mennekes,2023,7
1562,11A0119,Vale de Cambra,6,Mennekes,2023,7
1563,11A1315,Valongo,32,Mennekes,2023,7
1564,11A1316,Vila do Conde,16,Mennekes,2023,7
1565,11A1317,Vila Nova de Gaia,134,Mennekes,2023,7
1566,11A,Área Metropolitana do Porto,230,CHAdeMO,2023,7
1567,11A0104,Arouca,1,CHAdeMO,2023,7
1568,11A0107,Espinho,5,CHAdeMO,2023,7
1569,11A1304,Gondomar,12,CHAdeMO,2023,7
1570,11A1306,Maia,17,CHAdeMO,2023,7
1571,11A1308,Matosinhos,31,CHAdeMO,2023,7
1572,11A0113,Oliveira de Azeméis,,CHAdeMO,2023,7
1573,11A1310,Paredes,6,CHAdeMO,2023,7
1574,11A1312,Porto,55,CHAdeMO,2023,7
