,date,tavg,tmin,tmax,prcp,wspd,wpgt,pres,year,month,day,time
515,2023-05-31,16.8,15.0,19.5,0.7,7.7,29.6,1017.7,2023,5,31,00:00:00
516,2023-06-01,16.7,14.0,20.1,0.7,6.9,24.1,1014.0,2023,6,1,00:00:00
517,2023-06-02,18.0,15.3,22.0,0.0,8.2,29.6,1012.4,2023,6,2,00:00:00
518,2023-06-03,17.7,14.3,21.6,0.5,7.9,29.6,1014.5,2023,6,3,00:00:00
519,2023-06-04,17.4,14.6,20.8,0.0,8.0,29.6,1015.4,2023,6,4,00:00:00
520,2023-06-05,18.1,14.9,21.9,0.0,8.2,31.5,1015.6,2023,6,5,00:00:00
521,2023-06-06,21.4,15.7,27.4,0.0,6.4,22.2,1010.9,2023,6,6,00:00:00
522,2023-06-07,20.9,18.9,23.6,9.3,10.0,24.1,1008.2,2023,6,7,00:00:00
523,2023-06-08,19.7,17.7,22.7,14.2,13.6,35.2,1006.0,2023,6,8,00:00:00
524,2023-06-09,18.6,17.0,20.8,9.3,18.3,38.9,1009.1,2023,6,9,00:00:00
525,2023-06-10,18.6,16.6,21.4,2.6,11.3,31.5,1015.3,2023,6,10,00:00:00
526,2023-06-11,18.0,15.0,20.9,0.2,7.9,29.6,1016.2,2023,6,11,00:00:00
527,2023-06-12,18.5,16.1,21.5,1.2,8.2,27.8,1014.4,2023,6,12,00:00:00
528,2023-06-13,17.7,15.6,20.0,9.6,11.1,31.5,1015.0,2023,6,13,00:00:00
529,2023-06-14,18.7,15.5,22.1,0.0,9.2,33.3,1018.9,2023,6,14,00:00:00
530,2023-06-15,20.9,15.3,26.9,0.0,7.9,31.5,1019.0,2023,6,15,00:00:00
531,2023-06-16,21.1,18.3,24.4,0.0,8.9,31.5,1017.4,2023,6,16,00:00:00
532,2023-06-17,18.8,16.1,21.9,0.0,9.1,33.3,1016.0,2023,6,17,00:00:00
533,2023-06-18,18.6,15.9,21.4,0.0,8.7,27.8,1013.0,2023,6,18,00:00:00
534,2023-06-19,18.4,16.9,20.7,2.3,11.0,31.5,1010.7,2023,6,19,00:00:00
535,2023-06-20,18.0,15.4,20.9,0.6,8.6,33.3,1013.9,2023,6,20,00:00:00
536,2023-06-21,17.9,15.0,20.8,0.0,7.9,29.6,1016.0,2023,6,21,00:00:00
537,2023-06-22,19.2,15.1,23.0,0.0,9.2,33.3,1021.0,2023,6,22,00:00:00
538,2023-06-23,22.7,16.0,29.6,0.0,7.0,29.6,1021.7,2023,6,23,00:00:00
539,2023-06-24,24.0,19.6,29.5,0.0,8.5,31.5,1017.6,2023,6,24,00:00:00
540,2023-06-25,21.0,16.9,25.5,0.0,10.3,33.3,1019.2,2023,6,25,00:00:00
541,2023-06-26,21.6,16.9,26.8,0.0,9.7,35.2,1019.7,2023,6,26,00:00:00
542,2023-06-27,23.1,17.5,28.9,0.0,8.1,31.5,1017.1,2023,6,27,00:00:00
543,2023-06-28,22.9,18.7,27.9,0.0,9.6,33.3,1015.6,2023,6,28,00:00:00
544,2023-06-29,19.9,16.1,23.6,0.0,14.4,40.8,1019.2,2023,6,29,00:00:00
545,2023-06-30,20.2,14.0,26.3,0.0,17.1,40.8,1021.0,2023,6,30,00:00:00
546,2023-07-01,21.9,15.4,27.9,0.0,11.6,31.5,1018.0,2023,7,1,00:00:00
547,2023-07-02,23.2,17.8,29.0,0.0,9.3,35.2,1015.5,2023,7,2,00:00:00
548,2023-07-03,20.7,16.9,24.7,0.0,9.9,37.0,1017.0,2023,7,3,00:00:00
549,2023-07-04,18.3,14.7,21.9,0.0,10.1,35.2,1020.8,2023,7,4,00:00:00
550,2023-07-05,18.7,14.6,23.5,0.0,9.9,37.0,1018.5,2023,7,5,00:00:00
551,2023-07-06,18.0,14.6,21.7,0.0,10.0,33.3,1015.9,2023,7,6,00:00:00
552,2023-07-07,18.0,13.9,21.8,0.0,10.5,35.2,1014.5,2023,7,7,00:00:00
553,2023-07-08,19.0,16.3,21.8,8.2,12.7,35.2,1018.7,2023,7,8,00:00:00
554,2023-07-09,18.4,14.5,22.6,0.0,8.5,35.2,1023.1,2023,7,9,00:00:00
555,2023-07-10,19.5,13.9,25.6,0.0,9.4,35.2,1021.4,2023,7,10,00:00:00
556,2023-07-11,18.6,15.1,22.2,0.0,10.0,35.2,1019.1,2023,7,11,00:00:00
557,2023-07-12,18.7,15.9,21.8,0.0,9.6,35.2,1020.3,2023,7,12,00:00:00
558,2023-07-13,19.3,13.9,25.3,0.0,8.6,35.2,1020.6,2023,7,13,00:00:00
559,2023-07-14,18.9,15.4,22.6,0.2,9.3,31.5,1017.6,2023,7,14,00:00:00
560,2023-07-15,18.4,15.3,21.0,1.2,11.4,38.9,1018.4,2023,7,15,00:00:00
561,2023-07-16,17.5,12.9,22.2,0.0,11.7,38.9,1019.2,2023,7,16,00:00:00
562,2023-07-17,19.5,13.2,26.1,0.0,9.1,35.2,1016.5,2023,7,17,00:00:00
563,2023-07-18,18.6,15.6,21.8,0.0,9.9,35.2,1018.7,2023,7,18,00:00:00
564,2023-07-19,19.2,15.4,23.6,0.0,9.6,35.2,1019.2,2023,7,19,00:00:00
565,2023-07-20,18.1,15.3,21.1,0.0,11.0,37.0,1018.2,2023,7,20,00:00:00
566,2023-07-21,18.0,14.8,21.4,0.0,9.4,33.3,1018.1,2023,7,21,00:00:00
567,2023-07-22,19.5,14.6,25.0,0.0,10.6,37.0,1017.3,2023,7,22,00:00:00
568,2023-07-23,17.9,14.4,21.1,0.0,9.8,33.3,1017.4,2023,7,23,00:00:00
569,2023-07-24,18.6,15.8,20.9,0.0,10.7,37.0,1017.6,2023,7,24,00:00:00
570,2023-07-25,18.1,13.5,22.9,0.0,11.4,37.0,1019.4,2023,7,25,00:00:00
571,2023-07-26,20.8,14.7,28.2,0.0,10.0,35.2,1016.8,2023,7,26,00:00:00
572,2023-07-27,18.4,16.0,21.3,0.0,10.0,35.2,1016.6,2023,7,27,00:00:00
573,2023-07-28,19.6,16.3,23.3,0.0,7.8,31.5,1017.1,2023,7,28,00:00:00
574,2023-07-29,20.3,17.1,23.0,0.5,9.6,35.2,1017.5,2023,7,29,00:00:00
575,2023-07-30,19.0,14.9,24.0,0.0,9.8,37.0,1020.4,2023,7,30,00:00:00
576,2023-07-31,18.6,14.2,22.9,0.0,9.8,37.0,1021.5,2023,7,31,00:00:00
577,2023-08-01,19.6,16.7,23.1,0.0,7.9,31.5,1019.7,2023,8,1,00:00:00
578,2023-08-02,19.2,16.2,21.8,2.7,8.9,33.3,1017.4,2023,8,2,00:00:00
579,2023-08-03,18.5,14.0,23.0,0.0,13.8,38.9,1019.7,2023,8,3,00:00:00
580,2023-08-04,20.1,13.2,26.5,0.0,15.6,37.0,1021.8,2023,8,4,00:00:00
581,2023-08-05,23.0,16.6,30.0,0.0,7.9,35.2,1019.7,2023,8,5,00:00:00
582,2023-08-06,25.2,18.3,32.7,0.0,7.0,27.8,1016.2,2023,8,6,00:00:00
583,2023-08-07,27.2,20.2,34.9,0.0,7.2,25.9,1013.4,2023,8,7,00:00:00
584,2023-08-08,25.1,19.8,31.2,0.0,8.7,24.1,1012.3,2023,8,8,00:00:00
585,2023-08-09,20.5,17.7,24.4,0.0,9.3,31.5,1017.1,2023,8,9,00:00:00
586,2023-08-10,20.1,17.2,24.7,0.0,8.2,33.3,1022.3,2023,8,10,00:00:00
587,2023-08-11,21.3,16.8,26.7,0.0,8.4,33.3,1023.1,2023,8,11,00:00:00
588,2023-08-12,20.7,16.9,24.2,0.0,10.3,37.0,1022.3,2023,8,12,00:00:00
589,2023-08-13,18.2,14.7,22.9,0.0,10.3,33.3,1017.9,2023,8,13,00:00:00
590,2023-08-14,18.6,14.4,23.0,0.0,9.0,33.3,1016.1,2023,8,14,00:00:00
591,2023-08-15,19.2,16.0,23.0,0.0,9.1,35.2,1016.4,2023,8,15,00:00:00
592,2023-08-16,18.8,15.4,22.8,0.0,9.2,35.2,1016.6,2023,8,16,00:00:00
593,2023-08-17,18.7,15.5,22.1,0.0,8.1,31.5,1016.1,2023,8,17,00:00:00
594,2023-08-18,20.9,18.4,25.0,0.0,14.2,38.9,1015.0,2023,8,18,00:00:00
595,2023-08-19,21.4,19.8,24.7,0.0,10.6,27.8,1018.1,2023,8,19,00:00:00
596,2023-08-20,21.4,18.2,26.0,0.0,8.8,33.3,1020.6,2023,8,20,00:00:00
597,2023-08-21,22.8,17.2,29.1,0.0,7.3,33.3,1019.1,2023,8,21,00:00:00
598,2023-08-22,26.8,20.6,34.1,0.0,6.5,27.8,1013.9,2023,8,22,00:00:00
599,2023-08-23,25.8,20.8,32.4,0.0,8.0,31.5,1012.6,2023,8,23,00:00:00
600,2023-08-24,21.1,17.4,25.0,0.0,7.9,33.3,1016.1,2023,8,24,00:00:00
601,2023-08-25,18.9,16.0,23.1,0.0,9.2,33.3,1017.9,2023,8,25,00:00:00
602,2023-08-26,17.5,14.4,21.4,0.0,12.2,38.9,1018.1,2023,8,26,00:00:00
603,2023-08-27,17.6,13.3,22.1,0.0,13.9,38.9,1022.7,2023,8,27,00:00:00
604,2023-08-28,18.6,14.2,23.8,0.0,13.4,37.0,1023.9,2023,8,28,00:00:00
605,2023-08-29,18.9,14.9,23.8,0.0,13.3,40.8,1019.6,2023,8,29,00:00:00
606,2023-08-30,19.1,14.7,24.1,0.0,12.4,37.0,1016.3,2023,8,30,00:00:00
607,2023-08-31,19.1,14.9,24.4,0.0,9.3,31.5,1016.6,2023,8,31,00:00:00
608,2023-09-01,17.4,14.7,20.8,3.6,7.7,29.6,1016.7,2023,9,1,00:00:00
609,2023-09-02,17.3,15.3,19.5,15.7,6.3,20.4,1012.5,2023,9,2,00:00:00
610,2023-09-03,20.3,17.3,24.9,8.6,6.4,20.4,1009.6,2023,9,3,00:00:00
611,2023-09-04,19.7,16.8,24.4,16.2,11.3,29.6,1009.5,2023,9,4,00:00:00
612,2023-09-05,20.6,18.1,23.7,14.8,14.8,31.5,1012.7,2023,9,5,00:00:00
613,2023-09-06,20.8,17.6,25.1,0.0,9.7,25.9,1014.6,2023,9,6,00:00:00
614,2023-09-07,20.9,17.9,25.1,0.0,9.9,27.8,1014.4,2023,9,7,00:00:00
615,2023-09-08,20.7,18.1,24.6,0.3,8.4,24.1,1014.1,2023,9,8,00:00:00
616,2023-09-09,19.2,17.6,21.5,18.6,10.3,27.8,1013.8,2023,9,9,00:00:00
617,2023-09-10,19.2,16.7,23.2,1.7,7.6,22.2,1015.6,2023,9,10,00:00:00
618,2023-09-11,18.4,16.8,21.0,4.0,7.2,24.1,1016.0,2023,9,11,00:00:00
619,2023-09-12,18.7,16.4,21.7,0.2,7.3,27.8,1016.8,2023,9,12,00:00:00
620,2023-09-13,21.4,16.8,26.9,0.0,7.1,24.1,1016.9,2023,9,13,00:00:00
621,2023-09-14,22.6,18.5,28.1,0.0,6.9,22.2,1014.3,2023,9,14,00:00:00
622,2023-09-15,20.0,18.1,22.8,0.0,9.3,25.9,1010.6,2023,9,15,00:00:00
623,2023-09-16,18.6,17.3,20.9,12.3,17.2,35.2,1006.3,2023,9,16,00:00:00
624,2023-09-17,17.1,15.9,18.7,18.8,22.8,46.3,1006.6,2023,9,17,00:00:00
625,2023-09-18,17.7,15.7,20.9,1.9,10.9,31.5,1017.2,2023,9,18,00:00:00
626,2023-09-19,17.3,14.1,21.6,0.0,6.7,25.9,1018.9,2023,9,19,00:00:00
627,2023-09-20,17.3,14.5,20.6,1.2,12.5,37.0,1015.2,2023,9,20,00:00:00
628,2023-09-21,17.6,14.8,19.6,23.9,13.4,38.9,1011.1,2023,9,21,00:00:00
629,2023-09-22,16.0,13.7,19.4,0.3,7.5,25.9,1017.2,2023,9,22,00:00:00
630,2023-09-23,16.7,12.9,21.8,0.0,6.3,22.2,1020.4,2023,9,23,00:00:00
631,2023-09-24,18.3,13.8,24.3,0.0,8.1,22.2,1019.6,2023,9,24,00:00:00
632,2023-09-25,18.9,15.0,24.2,0.0,7.3,24.1,1019.4,2023,9,25,00:00:00
633,2023-09-26,19.0,15.9,23.3,0.0,7.1,27.8,1019.3,2023,9,26,00:00:00
634,2023-09-27,18.7,15.3,22.8,0.0,7.6,22.2,1018.4,2023,9,27,00:00:00
635,2023-09-28,19.6,17.0,23.5,0.0,8.6,24.1,1019.8,2023,9,28,00:00:00
636,2023-09-29,21.5,17.2,26.9,0.0,6.8,24.1,1021.3,2023,9,29,00:00:00
637,2023-09-30,24.0,19.1,30.6,0.0,8.6,22.2,1020.2,2023,9,30,00:00:00
638,2023-10-01,23.4,20.0,28.3,0.0,8.7,22.2,1019.5,2023,10,1,00:00:00
639,2023-10-02,20.7,18.6,24.1,0.0,9.3,25.9,1020.1,2023,10,2,00:00:00
640,2023-10-03,19.8,16.4,23.7,0.0,8.1,24.1,1023.4,2023,10,3,00:00:00
641,2023-10-04,19.8,16.9,24.5,0.0,7.6,24.1,1023.0,2023,10,4,00:00:00
642,2023-10-05,18.3,15.4,22.5,0.0,7.4,22.2,1023.2,2023,10,5,00:00:00
643,2023-10-06,21.3,14.6,29.7,0.0,6.8,18.5,1020.4,2023,10,6,00:00:00
644,2023-10-07,23.6,19.9,28.9,0.0,9.0,22.2,1018.8,2023,10,7,00:00:00
645,2023-10-08,22.1,18.6,27.7,0.0,8.7,18.5,1021.4,2023,10,8,00:00:00
646,2023-10-09,23.3,18.7,30.1,0.0,8.2,22.2,1021.5,2023,10,9,00:00:00
647,2023-10-10,22.8,18.5,28.8,0.0,7.3,22.2,1020.1,2023,10,10,00:00:00
648,2023-10-11,21.4,18.1,25.9,0.0,8.3,20.4,1019.1,2023,10,11,00:00:00
649,2023-10-12,21.9,18.4,27.2,0.0,11.3,29.6,1018.0,2023,10,12,00:00:00
650,2023-10-13,20.4,19.1,21.7,17.7,12.8,29.6,1016.8,2023,10,13,00:00:00
651,2023-10-14,19.2,17.3,21.6,1.1,6.1,20.4,1018.9,2023,10,14,00:00:00
652,2023-10-15,18.0,17.4,18.7,19.3,9.0,24.1,1015.6,2023,10,15,00:00:00
653,2023-10-16,19.0,17.9,20.9,4.7,15.8,38.9,1008.2,2023,10,16,00:00:00
654,2023-10-17,20.0,19.2,21.2,33.9,27.9,55.5,997.1,2023,10,17,00:00:00
655,2023-10-18,18.3,17.7,19.5,26.5,18.3,48.2,1004.1,2023,10,18,00:00:00
656,2023-10-19,16.8,14.4,18.1,58.0,17.9,40.8,994.8,2023,10,19,00:00:00
657,2023-10-20,14.5,13.0,16.6,14.3,12.9,38.9,1002.6,2023,10,20,00:00:00
658,2023-10-21,13.4,11.3,15.6,1.8,6.9,20.4,1009.0,2023,10,21,00:00:00
659,2023-10-22,14.7,13.3,17.3,2.2,6.1,18.5,1004.4,2023,10,22,00:00:00
660,2023-10-23,13.8,12.3,15.6,10.1,5.5,20.4,1008.0,2023,10,23,00:00:00
661,2023-10-24,14.4,11.6,17.1,33.2,16.1,44.5,1011.8,2023,10,24,00:00:00
662,2023-10-25,17.7,16.5,19.3,8.2,14.8,37.0,1013.5,2023,10,25,00:00:00
663,2023-10-26,17.5,14.7,19.3,28.7,16.7,38.9,1009.4,2023,10,26,00:00:00
664,2023-10-27,14.6,13.5,16.0,20.3,12.5,33.3,1011.5,2023,10,27,00:00:00
665,2023-10-28,15.8,14.5,17.1,51.0,22.2,48.2,1006.2,2023,10,28,00:00:00
666,2023-10-29,14.7,12.6,16.3,41.8,12.6,37.0,1003.0,2023,10,29,00:00:00
667,2023-10-30,13.0,11.3,14.8,14.7,9.7,29.6,1008.6,2023,10,30,00:00:00
668,2023-10-31,14.6,12.5,17.0,3.9,14.7,40.8,1013.8,2023,10,31,00:00:00
669,2023-11-01,15.8,14.3,17.1,16.1,18.4,46.3,1012.8,2023,11,1,00:00:00
670,2023-11-02,14.1,11.4,16.9,32.8,19.0,42.6,1008.7,2023,11,2,00:00:00
671,2023-11-03,13.1,11.3,15.1,11.3,13.4,35.2,1011.8,2023,11,3,00:00:00
672,2023-11-04,15.4,13.2,17.0,23.6,21.9,46.3,1002.4,2023,11,4,00:00:00
673,2023-11-05,12.4,10.8,14.7,11.2,11.7,31.5,1011.6,2023,11,5,00:00:00
674,2023-11-06,10.2,9.2,11.9,9.2,6.5,22.2,1021.4,2023,11,6,00:00:00
675,2023-11-07,11.4,9.2,13.6,4.0,7.7,22.2,1024.3,2023,11,7,00:00:00
676,2023-11-08,13.4,11.9,15.2,41.5,17.1,42.6,1020.8,2023,11,8,00:00:00
677,2023-11-09,13.0,11.3,14.3,0.6,6.5,22.2,1021.6,2023,11,9,00:00:00
678,2023-11-10,14.1,12.0,17.1,13.1,11.3,29.6,1020.0,2023,11,10,00:00:00
679,2023-11-11,17.0,16.8,17.6,10.4,15.4,35.2,1019.3,2023,11,11,00:00:00
680,2023-11-12,17.3,16.5,18.2,6.2,12.4,29.6,1021.2,2023,11,12,00:00:00
681,2023-11-13,17.3,16.6,18.2,0.7,15.8,35.2,1023.4,2023,11,13,00:00:00
682,2023-11-14,16.8,16.2,17.6,1.4,12.5,25.9,1025.2,2023,11,14,00:00:00
683,2023-11-15,17.2,16.6,18.4,0.4,8.7,20.4,1025.1,2023,11,15,00:00:00
684,2023-11-16,16.9,15.3,17.9,3.1,7.7,18.5,1025.8,2023,11,16,00:00:00
685,2023-11-17,16.0,14.1,19.4,0.0,5.1,13.0,1026.1,2023,11,17,00:00:00
686,2023-11-18,14.7,12.6,17.9,0.0,6.0,14.8,1025.3,2023,11,18,00:00:00
687,2023-11-19,14.8,12.4,18.8,0.0,5.4,14.8,1022.8,2023,11,19,00:00:00
688,2023-11-20,13.8,12.0,17.2,0.0,8.4,25.9,1022.9,2023,11,20,00:00:00
689,2023-11-21,11.6,8.8,15.1,0.0,15.0,35.2,1026.9,2023,11,21,00:00:00
690,2023-11-22,11.5,7.9,16.4,0.0,9.3,22.2,1027.3,2023,11,22,00:00:00
691,2023-11-23,12.4,8.8,17.6,0.0,6.4,25.9,1025.7,2023,11,23,00:00:00
692,2023-11-24,10.8,7.6,15.6,0.0,7.0,20.4,1022.2,2023,11,24,00:00:00
693,2023-11-25,10.5,7.6,15.1,0.0,6.9,18.5,1018.2,2023,11,25,00:00:00
694,2023-11-26,10.5,8.3,13.8,0.0,5.9,14.8,1018.8,2023,11,26,00:00:00
695,2023-11-27,12.3,10.5,14.3,0.0,7.7,18.5,1019.3,2023,11,27,00:00:00
696,2023-11-28,14.2,13.1,15.5,6.0,11.4,31.5,1014.2,2023,11,28,00:00:00
697,2023-11-29,15.7,14.8,16.6,16.6,17.0,35.2,1006.8,2023,11,29,00:00:00
698,2023-11-30,11.3,8.6,14.6,22.8,8.9,25.9,1003.6,2023,11,30,00:00:00
699,2023-12-01,8.9,7.1,11.5,0.0,6.0,20.4,1008.0,2023,12,1,00:00:00
700,2023-12-02,8.6,5.8,12.9,0.0,5.6,16.7,1019.7,2023,12,2,00:00:00
701,2023-12-03,9.3,6.7,12.4,17.8,17.8,42.6,1018.4,2023,12,3,00:00:00
702,2023-12-04,11.5,8.9,13.7,2.6,9.5,35.2,1018.5,2023,12,4,00:00:00
703,2023-12-05,7.9,5.9,10.4,0.0,5.9,20.4,1018.6,2023,12,5,00:00:00
704,2023-12-06,7.4,4.5,10.4,0.6,10.1,29.6,1017.4,2023,12,6,00:00:00
705,2023-12-07,12.7,9.9,14.5,64.2,18.7,44.5,1016.4,2023,12,7,00:00:00
706,2023-12-08,12.7,10.9,15.0,2.2,8.1,25.9,1023.5,2023,12,8,00:00:00
707,2023-12-09,15.4,13.4,16.6,9.1,15.0,33.3,1024.3,2023,12,9,00:00:00
708,2023-12-10,16.0,15.3,16.7,1.9,14.7,29.6,1024.7,2023,12,10,00:00:00
709,2023-12-11,16.2,15.2,17.7,1.8,14.8,33.3,1020.7,2023,12,11,00:00:00
710,2023-12-12,14.4,11.9,16.1,23.7,10.8,29.6,1018.0,2023,12,12,00:00:00
711,2023-12-13,10.9,9.0,13.2,0.6,8.6,25.9,1023.2,2023,12,13,00:00:00
712,2023-12-14,9.6,7.0,14.1,0.0,6.8,22.2,1031.4,2023,12,14,00:00:00
713,2023-12-15,10.9,7.1,16.4,0.0,6.6,24.1,1035.5,2023,12,15,00:00:00
714,2023-12-16,10.5,7.7,14.6,0.0,7.3,27.8,1036.8,2023,12,16,00:00:00
715,2023-12-17,7.9,4.7,13.0,0.0,9.6,24.1,1036.5,2023,12,17,00:00:00
716,2023-12-18,6.0,3.3,11.0,0.0,8.3,22.2,1036.8,2023,12,18,00:00:00
717,2023-12-19,6.0,2.1,10.1,0.1,7.0,20.4,1035.2,2023,12,19,00:00:00
718,2023-12-20,10.4,8.4,13.6,0.0,14.5,37.0,1034.4,2023,12,20,00:00:00
719,2023-12-21,9.5,6.7,13.7,0.0,11.1,27.8,1033.4,2023,12,21,00:00:00
720,2023-12-22,10.1,7.1,14.8,0.0,7.6,22.2,1030.1,2023,12,22,00:00:00
721,2023-12-23,8.9,5.8,13.3,0.0,7.1,22.2,1027.4,2023,12,23,00:00:00
722,2023-12-24,7.7,4.8,11.7,0.1,8.1,24.1,1026.1,2023,12,24,00:00:00
723,2023-12-25,7.6,5.1,11.8,0.0,8.3,22.2,1024.6,2023,12,25,00:00:00
724,2023-12-26,8.3,5.6,12.4,0.0,10.9,24.1,1023.8,2023,12,26,00:00:00
725,2023-12-27,9.8,7.1,12.3,0.0,15.8,31.5,1022.7,2023,12,27,00:00:00
726,2023-12-28,12.5,11.4,13.6,3.9,16.8,35.2,1023.7,2023,12,28,00:00:00
727,2023-12-29,11.7,11.1,12.7,17.8,9.8,27.8,1022.7,2023,12,29,00:00:00
728,2023-12-30,11.4,10.4,12.6,3.0,10.4,31.5,1020.6,2023,12,30,00:00:00
729,2023-12-31,11.0,9.0,12.8,6.0,7.4,33.3,1020.1,2023,12,31,00:00:00
730,2024-01-01,9.2,6.4,12.6,0.0,10.5,24.1,1021.6,2024,1,1,00:00:00
731,2024-01-02,13.2,9.6,15.4,16.4,20.7,46.3,1017.6,2024,1,2,00:00:00
732,2024-01-03,13.1,10.4,14.9,20.6,7.5,27.8,1019.3,2024,1,3,00:00:00
733,2024-01-04,10.6,9.2,12.6,12.2,9.3,20.4,1015.0,2024,1,4,00:00:00
734,2024-01-05,8.3,6.6,10.6,0.0,7.9,24.1,1017.0,2024,1,5,00:00:00
735,2024-01-06,7.1,4.4,10.8,0.0,5.1,14.8,1023.7,2024,1,6,00:00:00
736,2024-01-07,6.8,3.9,11.7,0.0,6.5,18.5,1024.4,2024,1,7,00:00:00
737,2024-01-08,6.0,3.5,8.3,6.2,8.6,22.2,1020.8,2024,1,8,00:00:00
738,2024-01-09,7.7,6.5,9.3,4.8,7.6,22.2,1018.1,2024,1,9,00:00:00
739,2024-01-10,9.5,8.0,11.7,1.0,7.2,16.7,1020.7,2024,1,10,00:00:00
740,2024-01-11,8.8,6.0,12.4,0.0,6.2,24.1,1021.5,2024,1,11,00:00:00
741,2024-01-12,7.7,3.7,11.7,0.0,10.0,29.6,1021.2,2024,1,12,00:00:00
742,2024-01-13,12.0,9.2,13.7,38.5,14.1,33.3,1017.9,2024,1,13,00:00:00
743,2024-01-14,14.0,12.9,15.3,51.7,14.4,27.8,1015.6,2024,1,14,00:00:00
744,2024-01-15,15.3,14.6,16.1,18.0,10.9,24.1,1013.7,2024,1,15,00:00:00
745,2024-01-16,16.0,14.7,17.5,21.3,20.9,53.7,1006.0,2024,1,16,00:00:00
746,2024-01-17,14.5,13.2,16.3,33.4,27.3,57.4,999.5,2024,1,17,00:00:00
747,2024-01-18,12.8,11.2,14.7,14.0,12.7,53.7,1008.6,2024,1,18,00:00:00
748,2024-01-19,11.3,8.7,14.6,0.2,10.2,25.9,1010.7,2024,1,19,00:00:00
749,2024-01-20,7.4,4.5,11.8,0.0,8.0,22.2,1025.5,2024,1,20,00:00:00
750,2024-01-21,9.0,5.7,13.1,0.0,11.4,24.1,1032.9,2024,1,21,00:00:00
751,2024-01-22,12.5,11.1,14.2,0.7,12.0,27.8,1035.8,2024,1,22,00:00:00
752,2024-01-23,14.2,12.4,17.4,0.0,7.0,20.4,1037.4,2024,1,23,00:00:00
753,2024-01-24,13.9,11.1,18.0,0.0,7.9,22.2,1035.6,2024,1,24,00:00:00
754,2024-01-25,13.2,10.6,17.4,0.0,7.3,20.4,1033.5,2024,1,25,00:00:00
755,2024-01-26,12.5,9.3,17.1,0.0,6.6,20.4,1030.9,2024,1,26,00:00:00
756,2024-01-27,13.4,10.5,17.5,0.0,9.1,24.1,1026.7,2024,1,27,00:00:00
757,2024-01-28,13.5,10.5,16.8,0.0,11.6,24.1,1024.2,2024,1,28,00:00:00
758,2024-01-29,13.6,10.9,17.7,0.0,9.4,24.1,1025.4,2024,1,29,00:00:00
759,2024-01-30,13.3,10.8,17.3,0.0,7.5,20.4,1029.0,2024,1,30,00:00:00
760,2024-01-31,13.1,9.8,18.0,0.0,7.6,22.2,1032.9,2024,1,31,00:00:00
761,2024-02-01,13.9,10.4,19.4,0.0,6.3,20.4,1034.9,2024,2,1,00:00:00
762,2024-02-02,13.6,9.8,18.5,0.0,7.9,22.2,1031.4,2024,2,2,00:00:00
763,2024-02-03,13.5,10.5,18.6,0.0,8.0,24.1,1030.3,2024,2,3,00:00:00
764,2024-02-04,12.2,9.1,17.6,0.0,7.1,18.5,1031.4,2024,2,4,00:00:00
765,2024-02-05,11.7,9.2,16.2,0.0,6.5,16.7,1029.9,2024,2,5,00:00:00
766,2024-02-06,11.6,9.0,15.2,0.0,8.4,20.4,1027.3,2024,2,6,00:00:00
767,2024-02-07,13.8,11.4,16.4,1.9,16.4,42.6,1021.9,2024,2,7,00:00:00
768,2024-02-08,14.4,13.6,15.5,37.4,28.5,63.0,1004.4,2024,2,8,00:00:00
769,2024-02-09,13.0,10.4,14.6,29.6,17.2,44.5,990.7,2024,2,9,00:00:00
770,2024-02-10,10.1,8.7,12.1,10.2,10.8,35.2,1004.5,2024,2,10,00:00:00
771,2024-02-11,10.5,8.3,13.0,10.6,12.1,29.6,1008.4,2024,2,11,00:00:00
772,2024-02-12,14.3,12.6,16.7,3.8,10.0,33.3,1015.1,2024,2,12,00:00:00
773,2024-02-13,15.4,13.3,18.0,0.6,9.8,22.2,1020.7,2024,2,13,00:00:00
774,2024-02-14,17.6,15.1,21.0,3.8,9.0,24.1,1017.7,2024,2,14,00:00:00
775,2024-02-15,15.5,12.0,18.1,27.7,11.6,29.6,1014.1,2024,2,15,00:00:00
776,2024-02-16,12.7,10.9,15.9,0.0,5.8,18.5,1026.5,2024,2,16,00:00:00
777,2024-02-17,12.9,9.6,18.0,0.0,6.8,18.5,1031.9,2024,2,17,00:00:00
778,2024-02-18,13.7,10.7,18.8,0.0,7.2,18.5,1034.9,2024,2,18,00:00:00
779,2024-02-19,15.4,11.8,20.6,0.0,6.2,20.4,1032.9,2024,2,19,00:00:00
780,2024-02-20,14.8,11.2,20.3,0.0,7.6,22.2,1030.6,2024,2,20,00:00:00
781,2024-02-21,12.5,10.7,14.8,0.0,9.7,24.1,1027.1,2024,2,21,00:00:00
782,2024-02-22,12.2,8.7,14.1,13.1,17.2,37.0,1019.1,2024,2,22,00:00:00
783,2024-02-23,9.0,7.7,11.1,30.9,14.4,35.2,1016.8,2024,2,23,00:00:00
784,2024-02-24,9.9,7.7,11.9,13.8,13.0,37.0,1018.0,2024,2,24,00:00:00
785,2024-02-25,12.7,11.3,14.0,11.0,19.8,42.6,1013.6,2024,2,25,00:00:00
786,2024-02-26,9.7,7.6,11.3,1.9,18.1,44.5,1016.3,2024,2,26,00:00:00
787,2024-02-27,9.5,6.5,13.6,0.0,15.4,37.0,1026.4,2024,2,27,00:00:00
