Quarter;District;Municipality;Parish;Maximum Admissible Power (kW);Connection points for electric vehicles charging stations;DistrictCode;DistrictMunicipalityCode;DistrictMunicipalityParishCode
2025T2;Porto;Vila do Conde;Vila do Conde;160.0;1;13;1316;131628
2025T2;Porto;Vila do Conde;Árvore;120.0;1;13;1316;131602
2025T2;Porto;Amarante;Amarante (São Gonçalo), Madalena, Cepelos e Gatão;400.0;1;13;1301;130142
2025T2;Porto;Matosinhos;Perafita, Lavra e Santa Cruz do Bispo;100.0;2;13;1308;130813
2025T2;Porto;Paredes;Gandra;41.4;1;13;1310;131011
2025T2;Porto;Santo Tirso;St. Tirso, Couto (S. Cristina e S. Miguel) e Burgães;135.0;1;13;1314;131437
2025T2;Porto;Santo Tirso;St. Tirso, Couto (S. Cristina e S. Miguel) e Burgães;100.0;1;13;1314;131437
2025T2;Porto;Póvoa de Varzim;AVer-o-Mar, Amorim e Terroso;27.6;1;13;1313;131313
2025T2;Porto;Maia;Castêlo da Maia;17.25;2;13;1306;130618
2025T2;Porto;Amarante;Amarante (São Gonçalo), Madalena, Cepelos e Gatão;41.4;1;13;1301;130142
2025T2;Porto;Amarante;Amarante (São Gonçalo), Madalena, Cepelos e Gatão;110.0;1;13;1301;130142
2025T2;Porto;Póvoa de Varzim;AVer-o-Mar, Amorim e Terroso;1430.0;1;13;1313;131313
2025T2;Porto;Valongo;Alfena;250.0;1;13;1315;131501
2025T2;Porto;Valongo;Alfena;200.0;2;13;1315;131501
2025T2;Porto;Valongo;Valongo;100.0;1;13;1315;131505
2025T2;Porto;Valongo;Valongo;41.4;1;13;1315;131505
2025T2;Porto;Vila Nova de Gaia;Mafamude e Vilar do Paraíso;20.7;8;13;1317;131727
2025T2;Porto;Vila Nova de Gaia;São Félix da Marinha;20.7;3;13;1317;131717
2025T2;Porto;Vila Nova de Gaia;Gulpilhares e Valadares;200.0;1;13;1317;131726
2025T2;Porto;Vila Nova de Gaia;Arcozelo;10.35;6;13;1317;131701
2025T2;Porto;Vila Nova de Gaia;Santa Marinha e São Pedro da Afurada;55.0;2;13;1317;131730
2025T2;Porto;Vila Nova de Gaia;Santa Marinha e São Pedro da Afurada;3650.0;1;13;1317;131730
2025T2;Porto;Vila Nova de Gaia;Madalena;27.6;1;13;1317;131709
2025T2;Porto;Baião;Santa Marinha do Zêzere;20.7;1;13;1302;130215
2025T2;Porto;Baião;Santa Marinha do Zêzere;50.0;1;13;1302;130215
2025T2;Porto;Trofa;Coronado (São Romão e São Mamede);17.25;1;13;1318;131811
2025T2;Porto;Póvoa de Varzim;Laundos;1500.0;1;13;1313;131308
2025T2;Porto;Felgueiras;Margaride, Várzea, Lagares, Varziela e Moure;145.0;1;13;1303;130335
2025T2;Porto;Felgueiras;Margaride, Várzea, Lagares, Varziela e Moure;200.0;1;13;1303;130335
2025T2;Porto;Paredes;Paredes;6.9;1;13;1310;131025
2025T2;Porto;Paredes;Paredes;400.0;1;13;1310;131025
2025T2;Porto;Santo Tirso;Agrela;10.35;1;13;1314;131401
2025T2;Porto;Vila Nova de Gaia;Mafamude e Vilar do Paraíso;800.0;1;13;1317;131727
2025T2;Porto;Valongo;Valongo;300.0;2;13;1315;131505
2025T2;Porto;Porto;Paranhos;17.25;3;13;1312;131210
2025T2;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;99.0;1;13;1312;131217
2025T2;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;41.4;2;13;1312;131217
2025T2;Porto;Gondomar;Baguim do Monte (Rio Tinto);3.45;1;13;1304;130412
2025T2;Porto;Matosinhos;Perafita, Lavra e Santa Cruz do Bispo;300.0;2;13;1308;130813
2025T2;Porto;Maia;Castêlo da Maia;10.35;1;13;1306;130618
2025T2;Porto;Maia;Águas Santas;13.8;1;13;1306;130601
2025T2;Porto;Póvoa de Varzim;Póvoa de Varzim, Beiriz e Argivai;41.4;1;13;1313;131315
2025T2;Porto;Póvoa de Varzim;Póvoa de Varzim, Beiriz e Argivai;110.0;1;13;1313;131315
2025T2;Porto;Póvoa de Varzim;Estela;100.0;1;13;1313;131307
2025T2;Porto;Penafiel;Abragão;120.0;1;13;1311;131101
2025T2;Porto;Vila do Conde;Mindelo;41.4;2;13;1316;131616
2025T2;Porto;Vila do Conde;Vila do Conde;300.0;1;13;1316;131628
2025T2;Porto;Amarante;Amarante (São Gonçalo), Madalena, Cepelos e Gatão;200.0;2;13;1301;130142
2025T2;Porto;Amarante;Amarante (São Gonçalo), Madalena, Cepelos e Gatão;90.0;1;13;1301;130142
2025T2;Porto;Porto;Lordelo do Ouro e Massarelos;1260.0;1;13;1312;131218
2025T2;Porto;Porto;Lordelo do Ouro e Massarelos;80.0;1;13;1312;131218
2025T2;Porto;Porto;Paranhos;41.4;1;13;1312;131210
2025T2;Porto;Porto;Ramalde;315.0;1;13;1312;131211
2025T2;Porto;Gondomar;Gondomar (São Cosme), Valbom e Jovim;200.0;1;13;1304;130415
2025T2;Porto;Gondomar;Fânzeres e São Pedro da Cova;10.35;3;13;1304;130413
2025T2;Porto;Maia;Castêlo da Maia;160.0;1;13;1306;130618
2025T2;Porto;Maia;Nogueira e Silva Escura;20.7;1;13;1306;130620
2025T2;Porto;Maia;Águas Santas;300.0;2;13;1306;130601
2025T2;Porto;Matosinhos;Matosinhos e Leça da Palmeira;472.5;1;13;1308;130812
2025T2;Porto;Vila do Conde;Vila do Conde;13.8;1;13;1316;131628
2025T2;Porto;Vila do Conde;Vila do Conde;34.5;1;13;1316;131628
2025T2;Porto;Valongo;Valongo;400.0;2;13;1315;131505
2025T2;Porto;Valongo;Ermesinde;34.5;1;13;1315;131503
2025T2;Porto;Valongo;Alfena;300.0;1;13;1315;131501
2025T2;Porto;Lousada;Cristelos, Boim e Ordem;100.0;2;13;1305;130528
2025T2;Porto;Vila Nova de Gaia;Canidelo;250.0;3;13;1317;131704
2025T2;Porto;Vila Nova de Gaia;Canidelo;20.7;4;13;1317;131704
2025T2;Porto;Vila Nova de Gaia;Santa Marinha e São Pedro da Afurada;1260.0;1;13;1317;131730
2025T2;Porto;Porto;Bonfim;300.0;1;13;1312;131202
2025T2;Porto;Porto;Bonfim;630.0;1;13;1312;131202
2025T2;Porto;Gondomar;Melres e Medas;6.9;1;13;1304;130416
2025T2;Porto;Maia;Pedrouços;13.8;1;13;1306;130617
2025T2;Porto;Trofa;Bougado (São Martinho e Santiago);110.0;1;13;1318;131810
2025T2;Porto;Trofa;Alvarelhos e Guidões;20.7;1;13;1318;131809
2025T2;Porto;Vila Nova de Gaia;Canidelo;6.9;2;13;1317;131704
2025T2;Porto;Valongo;Alfena;199.0;1;13;1315;131501
2024T4;Porto;Vila do Conde;Mindelo;10.35;1;13;1316;131616
2024T4;Porto;Vila do Conde;Mindelo;160.0;1;13;1316;131616
2024T4;Porto;Amarante;Amarante (São Gonçalo), Madalena, Cepelos e Gatão;110.0;1;13;1301;130142
2024T4;Porto;Marco de Canaveses;Marco;250.0;1;13;1307;130736
2024T4;Porto;Maia;Nogueira e Silva Escura;20.7;1;13;1306;130620
2024T4;Porto;Maia;Milheirós;41.4;1;13;1306;130608
2024T4;Porto;Vila Nova de Gaia;Mafamude e Vilar do Paraíso;6.9;6;13;1317;131727
2024T4;Porto;Vila Nova de Gaia;Mafamude e Vilar do Paraíso;14400.0;1;13;1317;131727
2024T4;Porto;Vila Nova de Gaia;São Félix da Marinha;200.0;1;13;1317;131717
2024T4;Porto;Vila Nova de Gaia;São Félix da Marinha;400.0;1;13;1317;131717
2024T4;Porto;Vila Nova de Gaia;Gulpilhares e Valadares;6.9;2;13;1317;131726
2024T4;Porto;Vila Nova de Gaia;Canidelo;250.0;3;13;1317;131704
2024T4;Porto;Vila Nova de Gaia;Canidelo;10.35;1;13;1317;131704
2024T4;Porto;Vila Nova de Gaia;Canidelo;20.7;4;13;1317;131704
2024T4;Porto;Vila Nova de Gaia;Santa Marinha e São Pedro da Afurada;52.8;1;13;1317;131730
2024T4;Porto;Gondomar;Gondomar (São Cosme), Valbom e Jovim;6.9;1;13;1304;130415
2024T4;Porto;Santo Tirso;St. Tirso, Couto (S. Cristina e S. Miguel) e Burgães;630.0;2;13;1314;131437
2024T4;Porto;Santo Tirso;St. Tirso, Couto (S. Cristina e S. Miguel) e Burgães;250.0;1;13;1314;131437
2024T4;Porto;Valongo;Ermesinde;34.5;1;13;1315;131503
2024T4;Porto;Felgueiras;Vila Cova da Lixa e Borba de Godim;140.0;1;13;1303;130339
2024T4;Porto;Felgueiras;Margaride, Várzea, Lagares, Varziela e Moure;630.0;1;13;1303;130335
2024T4;Porto;Amarante;Amarante (São Gonçalo), Madalena, Cepelos e Gatão;85.0;1;13;1301;130142
2024T4;Porto;Gondomar;Gondomar (São Cosme), Valbom e Jovim;472.5;1;13;1304;130415
2024T4;Porto;Vila Nova de Gaia;Canidelo;6.9;2;13;1317;131704
2024T4;Porto;Vila Nova de Gaia;Santa Marinha e São Pedro da Afurada;150.0;1;13;1317;131730
2024T4;Porto;Vila Nova de Gaia;Mafamude e Vilar do Paraíso;473.0;2;13;1317;131727
2024T4;Porto;Vila Nova de Gaia;Mafamude e Vilar do Paraíso;3.45;1;13;1317;131727
2024T4;Porto;Valongo;Valongo;1000.0;1;13;1315;131505
2024T4;Porto;Porto;Bonfim;200.0;2;13;1312;131202
2024T4;Porto;Porto;Lordelo do Ouro e Massarelos;74.0;1;13;1312;131218
2024T4;Porto;Porto;Aldoar, Foz do Douro e Nevogilde;17.25;3;13;1312;131216
2024T4;Porto;Matosinhos;Custóias, Leça do Balio e Guifões;160.0;2;13;1308;130811
2024T4;Porto;Matosinhos;Matosinhos e Leça da Palmeira;75.0;1;13;1308;130812
2024T4;Porto;Matosinhos;Matosinhos e Leça da Palmeira;250.0;3;13;1308;130812
2024T4;Porto;Matosinhos;Matosinhos e Leça da Palmeira;400.0;1;13;1308;130812
2024T4;Porto;Matosinhos;Matosinhos e Leça da Palmeira;472.5;1;13;1308;130812
2024T4;Porto;Matosinhos;Matosinhos e Leça da Palmeira;27.6;1;13;1308;130812
2024T4;Porto;Matosinhos;São Mamede de Infesta e Senhora da Hora;138.0;1;13;1308;130814
2024T4;Porto;Matosinhos;Perafita, Lavra e Santa Cruz do Bispo;400.0;1;13;1308;130813
2024T4;Porto;Matosinhos;Perafita, Lavra e Santa Cruz do Bispo;200.0;1;13;1308;130813
2024T4;Porto;Penafiel;Penafiel;180.0;1;13;1311;131139
2024T4;Porto;Póvoa de Varzim;Póvoa de Varzim, Beiriz e Argivai;13.8;1;13;1313;131315
2024T4;Porto;Póvoa de Varzim;Póvoa de Varzim, Beiriz e Argivai;20.7;4;13;1313;131315
2024T4;Porto;Póvoa de Varzim;Póvoa de Varzim, Beiriz e Argivai;41.4;1;13;1313;131315
2024T4;Porto;Paços de Ferreira;Paços de Ferreira;10.35;1;13;1309;130918
2024T4;Porto;Paredes;Baltar;6.9;1;13;1310;131003
2024T4;Porto;Paredes;Paredes;20.7;1;13;1310;131025
2024T4;Porto;Paredes;Paredes;400.0;1;13;1310;131025
2024T4;Porto;Vila Nova de Gaia;Madalena;20.7;1;13;1317;131709
2024T4;Porto;Vila Nova de Gaia;Vilar de Andorinho;20.7;2;13;1317;131723
2024T4;Porto;Vila Nova de Gaia;Serzedo e Perosinho;17.25;1;13;1317;131731
2024T4;Porto;Porto;Ramalde;315.0;1;13;1312;131211
2024T4;Porto;Penafiel;Penafiel;400.0;2;13;1311;131139
2024T4;Porto;Póvoa de Varzim;Póvoa de Varzim, Beiriz e Argivai;2000.0;1;13;1313;131315
2024T4;Porto;Vila do Conde;Vila do Conde;199.0;1;13;1316;131628
2024T4;Porto;Penafiel;Guilhufe e Urrô;472.5;1;13;1311;131141
2024T4;Porto;Penafiel;Paço de Sousa;120.0;1;13;1311;131122
2024T4;Porto;Valongo;Ermesinde;199.0;1;13;1315;131503
2024T4;Porto;Maia;Moreira;10.35;2;13;1306;130609
2024T4;Porto;Maia;Águas Santas;6.9;3;13;1306;130601
2024T4;Porto;Trofa;Muro;6.9;1;13;1318;131808
2024T4;Porto;Paços de Ferreira;Carvalhosa;2814.7;1;13;1309;130902
2024T4;Porto;Paços de Ferreira;Carvalhosa;140.0;1;13;1309;130902
2024T4;Porto;Vila do Conde;Vila do Conde;250.0;1;13;1316;131628
2024T4;Porto;Vila do Conde;Labruge;6.9;1;13;1316;131613
2024T4;Porto;Santo Tirso;St. Tirso, Couto (S. Cristina e S. Miguel) e Burgães;6.9;2;13;1314;131437
2024T4;Porto;Vila Nova de Gaia;Mafamude e Vilar do Paraíso;10.35;3;13;1317;131727
2024T4;Porto;Vila Nova de Gaia;Mafamude e Vilar do Paraíso;400.0;2;13;1317;131727
2024T4;Porto;Vila Nova de Gaia;Avintes;41.4;1;13;1317;131702
2024T4;Porto;Marco de Canaveses;Alpendorada, Várzea e Torrão;13.8;1;13;1307;130732
2024T4;Porto;Paredes;Paredes;10.35;1;13;1310;131025
2024T4;Porto;Paredes;Paredes;630.0;1;13;1310;131025
2024T4;Porto;Gondomar;Gondomar (São Cosme), Valbom e Jovim;1680.0;1;13;1304;130415
2024T4;Porto;Gondomar;Gondomar (São Cosme), Valbom e Jovim;100.0;2;13;1304;130415
2024T4;Porto;Gondomar;Rio Tinto;6.9;3;13;1304;130408
2024T4;Porto;Gondomar;Fânzeres e São Pedro da Cova;13.8;2;13;1304;130413
2024T4;Porto;Póvoa de Varzim;Póvoa de Varzim, Beiriz e Argivai;100.0;5;13;1313;131315
2024T4;Porto;Póvoa de Varzim;Póvoa de Varzim, Beiriz e Argivai;125.0;1;13;1313;131315
2024T4;Porto;Penafiel;Eja;120.0;1;13;1311;131110
2024T4;Porto;Penafiel;Rio de Moinhos;120.0;1;13;1311;131129
2024T4;Porto;Matosinhos;Custóias, Leça do Balio e Guifões;20.7;2;13;1308;130811
2024T4;Porto;Matosinhos;Matosinhos e Leça da Palmeira;182.25;1;13;1308;130812
2024T4;Porto;Porto;Ramalde;115.0;1;13;1312;131211
2024T4;Porto;Porto;Ramalde;6.9;3;13;1312;131211
2024T4;Porto;Porto;Ramalde;17.25;1;13;1312;131211
2024T4;Porto;Porto;Ramalde;130.0;1;13;1312;131211
2024T4;Porto;Porto;Lordelo do Ouro e Massarelos;105.0;1;13;1312;131218
2024T4;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;34.5;3;13;1312;131217
2024T4;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;256.0;1;13;1312;131217
2024T4;Porto;Vila do Conde;Azurara;630.0;1;13;1316;131604
2024T4;Porto;Vila do Conde;Modivas;41.4;2;13;1316;131617
2024T4;Porto;Valongo;Alfena;200.0;1;13;1315;131501
2024T4;Porto;Maia;Nogueira e Silva Escura;6.9;2;13;1306;130620
2024T4;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;10.35;1;13;1312;131217
2024T4;Porto;Paços de Ferreira;Paços de Ferreira;20.7;1;13;1309;130918
2024T4;Porto;Matosinhos;São Mamede de Infesta e Senhora da Hora;2000.0;1;13;1308;130814
2024T4;Porto;Matosinhos;São Mamede de Infesta e Senhora da Hora;1600.0;1;13;1308;130814
2024T4;Porto;Trofa;Coronado (São Romão e São Mamede);6.9;1;13;1318;131811
2024T4;Porto;Porto;Campanhã;68.0;1;13;1312;131203
2024T4;Porto;Maia;Águas Santas;400.0;1;13;1306;130601
2024T4;Porto;Santo Tirso;St. Tirso, Couto (S. Cristina e S. Miguel) e Burgães;130.0;1;13;1314;131437
2024T4;Porto;Santo Tirso;St. Tirso, Couto (S. Cristina e S. Miguel) e Burgães;3600.0;1;13;1314;131437
2024T4;Porto;Santo Tirso;St. Tirso, Couto (S. Cristina e S. Miguel) e Burgães;1260.0;1;13;1314;131437
2024T4;Porto;Santo Tirso;St. Tirso, Couto (S. Cristina e S. Miguel) e Burgães;41.4;1;13;1314;131437
2024T4;Porto;Santo Tirso;St. Tirso, Couto (S. Cristina e S. Miguel) e Burgães;472.5;1;13;1314;131437
2024T4;Porto;Póvoa de Varzim;AVer-o-Mar, Amorim e Terroso;250.0;2;13;1313;131313
2024T4;Porto;Vila Nova de Gaia;Santa Marinha e São Pedro da Afurada;1875.0;1;13;1317;131730
2024T4;Porto;Vila Nova de Gaia;Santa Marinha e São Pedro da Afurada;140.0;1;13;1317;131730
2024T4;Porto;Vila Nova de Gaia;Santa Marinha e São Pedro da Afurada;10.35;1;13;1317;131730
2024T4;Porto;Vila Nova de Gaia;Sandim, Olival, Lever e Crestuma;13.8;1;13;1317;131729
2024T4;Porto;Vila Nova de Gaia;Madalena;13.8;4;13;1317;131709
2024T4;Porto;Vila Nova de Gaia;Serzedo e Perosinho;400.0;1;13;1317;131731
2024T4;Porto;Vila Nova de Gaia;Canidelo;630.0;1;13;1317;131704
2024T4;Porto;Maia;Cidade da Maia;1260.0;1;13;1306;130619
2024T4;Porto;Maia;Cidade da Maia;27.6;1;13;1306;130619
2024T4;Porto;Maia;Cidade da Maia;150.0;1;13;1306;130619
2024T4;Porto;Maia;Cidade da Maia;472.5;1;13;1306;130619
2024T4;Porto;Maia;Cidade da Maia;6000.0;1;13;1306;130619
2024T4;Porto;Maia;Águas Santas;140.0;1;13;1306;130601
2024T4;Porto;Maia;Águas Santas;200.0;1;13;1306;130601
2024T4;Porto;Santo Tirso;St. Tirso, Couto (S. Cristina e S. Miguel) e Burgães;100.0;1;13;1314;131437
2024T4;Porto;Gondomar;Gondomar (São Cosme), Valbom e Jovim;400.0;2;13;1304;130415
2024T4;Porto;Marco de Canaveses;Marco;100.0;1;13;1307;130736
2024T4;Porto;Lousada;Cristelos, Boim e Ordem;630.0;1;13;1305;130528
2024T4;Porto;Lousada;Nespereira e Casais;10.35;1;13;1305;130531
2024T4;Porto;Gondomar;Melres e Medas;6.9;1;13;1304;130416
2024T4;Porto;Marco de Canaveses;Vila Boa do Bispo;110.4;1;13;1307;130730
2024T4;Porto;Maia;Pedrouços;13.8;1;13;1306;130617
2024T4;Porto;Maia;Milheirós;400.0;1;13;1306;130608
2024T4;Porto;Matosinhos;Matosinhos e Leça da Palmeira;49.0;1;13;1308;130812
2024T4;Porto;Matosinhos;Perafita, Lavra e Santa Cruz do Bispo;1600.0;1;13;1308;130813
2024T4;Porto;Matosinhos;São Mamede de Infesta e Senhora da Hora;300.0;1;13;1308;130814
2024T4;Porto;Matosinhos;São Mamede de Infesta e Senhora da Hora;350.0;1;13;1308;130814
2024T4;Porto;Póvoa de Varzim;Balazar;160.0;1;13;1313;131305
2024T4;Porto;Valongo;Ermesinde;400.0;3;13;1315;131503
2024T4;Porto;Penafiel;Penafiel;10.35;1;13;1311;131139
2024T4;Porto;Valongo;Valongo;400.0;2;13;1315;131505
2024T4;Porto;Valongo;Ermesinde;6.9;1;13;1315;131503
2024T4;Porto;Porto;Paranhos;13.8;1;13;1312;131210
2024T4;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;800.0;1;13;1312;131217
2024T4;Porto;Porto;Ramalde;400.0;1;13;1312;131211
2024T4;Porto;Porto;Aldoar, Foz do Douro e Nevogilde;472.5;1;13;1312;131216
2024T4;Porto;Penafiel;Galegos;100.0;1;13;1311;131113
2024T4;Porto;Penafiel;Castelões;120.0;1;13;1311;131107
2024T4;Porto;Vila Nova de Gaia;Oliveira do Douro;100.0;1;13;1317;131712
2024T4;Porto;Vila Nova de Gaia;Pedroso e Seixezelo;250.0;2;13;1317;131728
2024T4;Porto;Vila Nova de Gaia;Avintes;100.0;1;13;1317;131702
2024T4;Porto;Vila Nova de Gaia;Canidelo;41.4;1;13;1317;131704
2024T4;Porto;Felgueiras;Margaride, Várzea, Lagares, Varziela e Moure;6.9;2;13;1303;130335
2024T4;Porto;Felgueiras;Sendim;165.0;1;13;1303;130324
2024T4;Porto;Vila Nova de Gaia;Gulpilhares e Valadares;34.5;1;13;1317;131726
2024T4;Porto;Vila Nova de Gaia;Mafamude e Vilar do Paraíso;180.0;1;13;1317;131727
2024T4;Porto;Paredes;Gandra;400.0;1;13;1310;131011
2024T4;Porto;Amarante;Amarante (São Gonçalo), Madalena, Cepelos e Gatão;41.4;1;13;1301;130142
2024T4;Porto;Amarante;Amarante (São Gonçalo), Madalena, Cepelos e Gatão;100.0;1;13;1301;130142
2024T4;Porto;Porto;Aldoar, Foz do Douro e Nevogilde;6.9;1;13;1312;131216
2024T4;Porto;Porto;Paranhos;75.0;1;13;1312;131210
2024T4;Porto;Porto;Lordelo do Ouro e Massarelos;1260.0;1;13;1312;131218
2024T4;Porto;Maia;Pedrouços;10.35;1;13;1306;130617
2024T4;Porto;Maia;Moreira;13.8;2;13;1306;130609
2024T4;Porto;Maia;Cidade da Maia;20.7;1;13;1306;130619
2024T4;Porto;Vila Nova de Gaia;Canelas;41.4;1;13;1317;131703
2024T4;Porto;Gondomar;Fânzeres e São Pedro da Cova;200.0;1;13;1304;130413
2024T4;Porto;Gondomar;Rio Tinto;4000.0;1;13;1304;130408
2024T4;Porto;Vila do Conde;Vila do Conde;100.0;1;13;1316;131628
2024T4;Porto;Paredes;Lordelo;250.0;1;13;1310;131013
2024T4;Porto;Paços de Ferreira;Paços de Ferreira;300.0;1;13;1309;130918
2024T4;Porto;Paços de Ferreira;Paços de Ferreira;6.9;2;13;1309;130918
2024T4;Porto;Póvoa de Varzim;AVer-o-Mar, Amorim e Terroso;3.45;1;13;1313;131313
2024T4;Porto;Porto;Campanhã;152.2;1;13;1312;131203
2024T4;Porto;Penafiel;Guilhufe e Urrô;100.0;1;13;1311;131141
2024T4;Porto;Santo Tirso;Aves;6.9;1;13;1314;131405
2024T4;Porto;Matosinhos;São Mamede de Infesta e Senhora da Hora;500.0;1;13;1308;130814
2025T1;Porto;Matosinhos;São Mamede de Infesta e Senhora da Hora;1.15;1;13;1308;130814
2024T4;Porto;Matosinhos;Matosinhos e Leça da Palmeira;82.05;1;13;1308;130812
2025T1;Porto;Matosinhos;Matosinhos e Leça da Palmeira;630.0;3;13;1308;130812
2025T1;Porto;Matosinhos;Custóias, Leça do Balio e Guifões;160.0;2;13;1308;130811
2025T1;Porto;Matosinhos;Custóias, Leça do Balio e Guifões;110.0;1;13;1308;130811
2024T4;Porto;Maia;Moreira;5640.0;1;13;1306;130609
2024T4;Porto;Maia;Castêlo da Maia;41.4;1;13;1306;130618
2025T1;Porto;Maia;Castêlo da Maia;2600.0;1;13;1306;130618
2025T1;Porto;Maia;Cidade da Maia;17.25;2;13;1306;130619
2025T1;Porto;Maia;Cidade da Maia;34.5;2;13;1306;130619
2025T1;Porto;Maia;Cidade da Maia;165.0;1;13;1306;130619
2025T1;Porto;Paredes;Paredes;400.0;1;13;1310;131025
2024T4;Porto;Gondomar;Rio Tinto;20.7;1;13;1304;130408
2025T1;Porto;Gondomar;Fânzeres e São Pedro da Cova;145.0;1;13;1304;130413
2024T4;Porto;Paços de Ferreira;Carvalhosa;80.0;1;13;1309;130902
2024T4;Porto;Porto;Bonfim;6.9;1;13;1312;131202
2025T1;Porto;Porto;Aldoar, Foz do Douro e Nevogilde;20.7;5;13;1312;131216
2025T1;Porto;Porto;Aldoar, Foz do Douro e Nevogilde;17.25;3;13;1312;131216
2025T1;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;27.6;1;13;1312;131217
2024T4;Porto;Vila Nova de Gaia;Oliveira do Douro;41.4;1;13;1317;131712
2025T1;Porto;Vila Nova de Gaia;Canidelo;13.8;4;13;1317;131704
2025T1;Porto;Vila Nova de Gaia;Arcozelo;10.35;4;13;1317;131701
2025T1;Porto;Vila Nova de Gaia;Santa Marinha e São Pedro da Afurada;55.0;2;13;1317;131730
2025T1;Porto;Vila Nova de Gaia;Santa Marinha e São Pedro da Afurada;400.0;2;13;1317;131730
2025T1;Porto;Vila Nova de Gaia;Arcozelo;41.4;1;13;1317;131701
2025T1;Porto;Vila Nova de Gaia;Canidelo;250.0;3;13;1317;131704
2025T1;Porto;Porto;Lordelo do Ouro e Massarelos;87.0;1;13;1312;131218
2025T1;Porto;Porto;Lordelo do Ouro e Massarelos;74.0;1;13;1312;131218
2025T1;Porto;Porto;Ramalde;200.0;3;13;1312;131211
2025T1;Porto;Felgueiras;Pombeiro de Ribavizela;20.7;1;13;1303;130315
2025T1;Porto;Felgueiras;Margaride, Várzea, Lagares, Varziela e Moure;6.9;3;13;1303;130335
2025T1;Porto;Matosinhos;Matosinhos e Leça da Palmeira;400.0;1;13;1308;130812
2025T1;Porto;Gondomar;Rio Tinto;79.2;1;13;1304;130408
2025T1;Porto;Gondomar;Gondomar (São Cosme), Valbom e Jovim;200.0;1;13;1304;130415
2025T1;Porto;Gondomar;Gondomar (São Cosme), Valbom e Jovim;90.0;1;13;1304;130415
2025T1;Porto;Maia;Moreira;10.35;2;13;1306;130609
2025T1;Porto;Vila Nova de Gaia;Mafamude e Vilar do Paraíso;473.0;2;13;1317;131727
2025T1;Porto;Vila Nova de Gaia;Mafamude e Vilar do Paraíso;120.0;1;13;1317;131727
2025T1;Porto;Vila do Conde;Mindelo;300.0;1;13;1316;131616
2025T1;Porto;Póvoa de Varzim;Laundos;1200.0;1;13;1313;131308
2025T1;Porto;Póvoa de Varzim;Póvoa de Varzim, Beiriz e Argivai;20.7;4;13;1313;131315
2025T1;Porto;Paços de Ferreira;Freamunde;400.0;1;13;1309;130908
2025T1;Porto;Santo Tirso;St. Tirso, Couto (S. Cristina e S. Miguel) e Burgães;10.35;2;13;1314;131437
2025T1;Porto;Valongo;Alfena;6.9;3;13;1315;131501
2025T1;Porto;Valongo;Valongo;10.35;3;13;1315;131505
2025T1;Porto;Paredes;Baltar;6.9;1;13;1310;131003
2025T1;Porto;Vila Nova de Gaia;Vilar de Andorinho;20.7;2;13;1317;131723
2025T1;Porto;Vila Nova de Gaia;Santa Marinha e São Pedro da Afurada;20.7;5;13;1317;131730
2025T1;Porto;Vila Nova de Gaia;Santa Marinha e São Pedro da Afurada;630.0;1;13;1317;131730
2025T1;Porto;Gondomar;Baguim do Monte (Rio Tinto);13.8;2;13;1304;130412
2025T1;Porto;Gondomar;Baguim do Monte (Rio Tinto);100.0;1;13;1304;130412
2025T1;Porto;Vila do Conde;Modivas;1260.0;1;13;1316;131617
2025T1;Porto;Porto;Ramalde;315.0;1;13;1312;131211
2025T1;Porto;Porto;Ramalde;10.35;5;13;1312;131211
2025T1;Porto;Porto;Paranhos;17.25;2;13;1312;131210
2025T1;Porto;Porto;Paranhos;6.9;3;13;1312;131210
2025T1;Porto;Porto;Lordelo do Ouro e Massarelos;105.0;1;13;1312;131218
2025T1;Porto;Porto;Aldoar, Foz do Douro e Nevogilde;400.0;3;13;1312;131216
2025T1;Porto;Póvoa de Varzim;AVer-o-Mar, Amorim e Terroso;10.35;2;13;1313;131313
2025T1;Porto;Santo Tirso;Reguenga;20.7;1;13;1314;131418
2025T1;Porto;Maia;Castêlo da Maia;630.0;1;13;1306;130618
2025T1;Porto;Maia;Águas Santas;88.0;1;13;1306;130601
2025T1;Porto;Maia;Vila Nova da Telha;10.35;2;13;1306;130616
2025T1;Porto;Valongo;Alfena;199.0;1;13;1315;131501
2025T1;Porto;Porto;Lordelo do Ouro e Massarelos;17.25;9;13;1312;131218
2025T1;Porto;Porto;Aldoar, Foz do Douro e Nevogilde;41.4;1;13;1312;131216
2025T1;Porto;Porto;Aldoar, Foz do Douro e Nevogilde;472.5;1;13;1312;131216
2025T1;Porto;Porto;Ramalde;17.25;2;13;1312;131211
2025T1;Porto;Porto;Paranhos;75.0;1;13;1312;131210
